,index,brand,model,price,rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,os,year_of_warranty,cluster
113,121,acer,Acer Aspire 7 A715-76G NH.QMESI.002 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),575.56,67,intel,core i5,8,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,130
114,122,asus,Asus Zenbook 14X OLED 2023 M5401QA-KM541WS Laptop (Ryzen 5 5600H / 16GB/ 512GB SSD/ Win11 Home),803.44,64,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,0,14.0,2880,1800,windows,1,115
115,123,hp,HP Pavilion 15-eh2050AU Laptop (AMD Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11 Home),524.11,62,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,64
116,124,asus,Asus Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),1858.86,88,intel,core i9,14,20,16,SSD,1024,nvidia,dedicated,0,16.0,3200,2000,windows,1,99
117,125,acer,Acer Predator Helios Neo 16 PHN16-71 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1439.09,75,intel,core i7,16,24,16,SSD,512,nvidia,dedicated,0,16.0,1920,1200,windows,1,30
118,126,acer,Acer Predator Helios Neo 16 NH.QLTSI.001 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1259.19,70,intel,core i5,14,20,16,SSD,512,nvidia,dedicated,0,16.0,1920,1200,windows,1,30
119,127,hp,HP 250 G8 7M6L7PA Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11),418.45,58,intel,core i3,2,4,8,HDD,1024,intel,integrated,0,15.6,1366,768,windows,1,16
120,128,hp,HP 15-fc0025AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),389.67,54,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,139
121,129,hp,HP 15-fc0028AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),520.51,52,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,139
122,130,lenovo,Lenovo Thinkbook 15 21DJA049IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),491.61,66,intel,core i5,10,12,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,146
123,131,acer,Acer Extensa 15 EX215-33 2023 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),371.68,49,intel,core i3,8,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,137
124,132,lenovo,Lenovo IdeaPad Slim 3 82KU0238IN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),491.61,64,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,132
125,133,hp,HP 15s-fq2717TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),372.87,60,intel,core i3,2,4,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,73
126,134,dell,Dell G15-5520 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),827.42,74,intel,core i5,12,16,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,122
127,135,asus,Asus ROG Flow X13 GV301RC-LJ073WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),1156.03,79,amd,ryzen 9,8,16,16,SSD,1024,nvidia,dedicated,1,13.4,1920,1200,windows,1,131
128,136,asus,Asus VivoBook 15 X515EA-EJ522WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),527.59,60,intel,core i5,4,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,93
129,137,lenovo,Lenovo IdeaPad Gaming 3 82K10198IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),547.51,67,intel,core i5,4,8,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,148
130,138,asus,Asus Vivobook 16X 2022 M1603QA-MB511WS Laptop (Ryzen 5-5600H/ 16GB/ 512GB SSD/ Win11 Home),635.53,65,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,0,16.0,1920,1200,windows,1,37
131,139,acer,Acer TravelMate TMP214-53 Business Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),467.62,64,intel,core i5,4,8,16,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,46
132,140,asus,Asus Vivobook 15 Touch X515EA-EZ311WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),401.66,56,intel,core i3,2,4,8,SSD,512,intel,integrated,1,15.6,1920,1080,windows,1,74
133,141,apple,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 256GB SSD/ macOS),1319.15,43,apple,m2,8,8,8,SSD,256,apple,apple,0,13.3,2560,1600,mac,1,113
134,142,asus,Asus Vivobook S15 OLED K3502ZA-L701WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),875.4,70,intel,core i7,14,20,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,31
135,143,hp,HP 15s-eq2144au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),485.72,60,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,64
136,144,hp,HP Spectre x360 16-aa0665TU Laptop (Intel Core Ultra 7/ 32GB/ 2TB SSD/ Win11 Home),2426.74,82,intel,core ultra 7,16,22,32,SSD,2048,intel,dedicated,1,16.0,2880,1800,windows,1,1
137,145,lenovo,Lenovo V15 G4 82YU00W9IN Laptop (Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),431.64,60,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,14
138,147,lenovo,Lenovo IdeaPad Slim 3 82H803HQIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),539.58,64,intel,core i5,4,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,82
139,150,dell,Dell 5530 G15 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),1780.9,78,intel,core i9,24,32,16,SSD,1024,nvidia,dedicated,0,15.6,1920,1080,windows,1,104
140,151,hp,HP Spectre x360 14-eu0666TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),1989.7,76,intel,core ultra 7,16,22,32,SSD,1024,intel,dedicated,1,14.0,2880,1800,windows,1,6
141,152,apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 36GB/ 512GB SSD/ macOS),3476.88,63,apple,m3,12,12,36,SSD,512,apple,apple,0,16.2,3456,2234,mac,1,101
142,153,apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 36GB/ 1TB SSD/ macOS),4196.49,64,apple,m3,14,14,36,SSD,1024,apple,apple,0,16.2,3456,2234,mac,1,101
143,154,apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),2997.15,58,apple,m3,12,12,8,SSD,512,apple,apple,0,16.2,3456,2234,mac,1,103
144,155,apple,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),2397.48,56,apple,m3,11,11,8,SSD,512,apple,apple,0,14.2,3024,1964,mac,1,88
145,156,lenovo,Lenovo Legion Pro 5 16IRX8 82WK00MWIN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),1834.87,77,intel,core i7,16,24,16,SSD,1024,nvidia,dedicated,0,16.0,2560,1600,windows,1,27
146,157,dell,Dell Inspiron 3520 IN3520P9K46002ORS1 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),455.63,59,intel,core i3,6,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,91
147,158,hp,HP Victus 15-FA1098TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),731.48,64,intel,core i5,8,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,19
148,159,hp,HP 15s-er2004AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11),611.65,58,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,121
149,160,dell,Dell Inspiron 3530 IN3530RMD8W001ORS1 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),791.44,53,intel,core i5,10,12,16,SSD,1024,intel,integrated,0,15.6,1920,1080,windows,1,42
150,161,acer,Acer Aspire 3 A315-24P NX.KDESI.00B Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),395.66,54,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,136
151,162,asus,Asus Vivobook 16 2023 X1605ZAB-MB342WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),575.56,62,intel,core i3,6,8,16,SSD,512,intel,integrated,0,16.0,1920,1200,windows,1,4
152,163,lenovo,Lenovo Legion Slim 5 82Y9009JIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),1585.41,83,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,0,16.0,2560,1600,windows,1,17
153,164,ultimus,Ultimus Lite NU14U4INC44BN-CS Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),179.78,45,intel,celeron,2,2,4,SSD,256,intel,integrated,0,14.1,1366,768,windows,1,39
154,165,zebronics,Zebronics Pro Series Z ZEB-NBC 3S 2023 Laptop (12th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),407.66,65,intel,core i3,6,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,49
155,166,hp,HP Spectre x360 14-eu0556TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),1989.7,76,intel,core ultra 7,16,22,32,SSD,1024,intel,dedicated,1,14.0,2880,1800,windows,1,6
156,167,hp,HP 15s-fq5185TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),476.14,59,intel,core i3,6,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,95
157,168,zebronics,Zebronics Pro Series Y ZEB-NBC 2S Laptop (11th Gen Core i5 / 16GB/ 512GB SSD/ Win11 Home),395.66,63,intel,core i5,4,8,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,4
158,169,zebronics,Zebronics ZEB-NBC 5S 2023 Laptop (12th Gen Core i7 / 16GB/ 1TB SSD/ Win11 Home),635.53,72,intel,core i7,10,12,16,SSD,1024,intel,integrated,0,15.6,1920,1080,windows,1,25
159,170,zebronics,Zebronics Pro Series Y ZEB-NBC 1S Laptop (11th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),359.68,56,intel,core i3,4,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,49
160,171,hp,HP Pavilion 14-dv2153TU Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win 11),824.07,67,intel,core i5,10,12,16,SSD,1024,intel,integrated,0,14.0,1920,1080,windows,1,5
161,172,lenovo,Lenovo IdeaPad Gaming 3 82SB00V2IN Laptop (AMD Ryzen 5 6600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),740.14,60,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,50
162,173,asus,Asus ROG Strix G15 G513RC-HN251WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),1103.27,71,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,0,15.6,1920,1080,windows,1,96
163,174,hp,HP Victus 15-fa1132TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),731.48,66,intel,core i5,8,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,19
164,175,chuwi,Chuwi FreeBook Laptop (12th Gen Core i3/ 12GB/ 512GB SSD/ Win11),395.66,50,intel,core i3,6,8,12,SSD,512,intel,integrated,1,13.5,2256,1504,windows,1,109
165,176,acer,Acer Swift Go NXKPZSI002 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),875.4,64,intel,core i5,12,16,16,SSD,512,intel,integrated,0,14.0,2880,1800,windows,1,13
166,177,hp,HP 255 G9 841W6PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ FreeDOS),287.83,49,amd,ryzen 3,2,4,8,SSD,512,amd,integrated,0,15.6,1366,768,dos,1,35
167,178,gigabyte,Gigabyte G5 MF-F2IN313SH Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),863.4,67,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,2,47
168,179,asus,Asus Zenbook Flip 14 OLED UP5401ZA-KU541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),1019.32,69,intel,core i5,12,16,16,SSD,512,intel,integrated,1,14.0,3840,2400,windows,1,100
169,180,asus,Asus Chromebook CX1500CKA-EJ0241 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),215.76,35,intel,celeron,2,2,4,SSD,64,intel,integrated,0,15.6,1920,1080,chrome,1,2
170,181,lenovo,Lenovo IdeaPad 1 15IGL7 82V700BSIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),309.31,50,intel,celeron,2,2,8,SSD,256,intel,integrated,0,15.6,1366,768,windows,1,39
171,182,hp,HP 255 G8 7J035AA Laptop (Ryzen 5-5500U/ 8GB/ 256GB SSD/ Win11),383.78,56,amd,ryzen 5,6,12,8,SSD,256,amd,integrated,0,15.6,1920,1080,windows,1,64
172,183,acer,Acer Predator Helios Neo 16 2023 PHN16-71 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),2158.69,78,intel,core i9,24,32,16,SSD,1024,nvidia,dedicated,0,16.0,1920,1200,windows,1,104
173,184,asus,Asus TUF Gaming F15 FX506HE-HN382W Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),875.4,71,intel,core i7,8,16,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,3
174,185,hp,HP Victus 15-fa0187TX Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),1112.99,76,intel,core i7,10,16,16,SSD,1024,nvidia,dedicated,0,15.6,1920,1080,windows,1,20
175,186,lenovo,Lenovo IdeaPad 3 82KU024JIN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),587.56,64,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,132
176,187,msi,MSI Modern 14 C12M-459IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),659.52,60,intel,core i7,10,12,16,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,53
177,188,wings,Wings Nuvobook Pro Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),479.62,58,intel,core i7,4,8,16,SSD,512,intel,integrated,0,14.0,1080,1920,windows,1,8
178,189,wings,Wings Nuvobook S1 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),299.71,49,intel,core i3,4,8,8,SSD,256,intel,integrated,0,15.6,1080,1920,windows,1,8
179,190,msi,MSI Thin GF63 11UCX-1492IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),743.47,73,intel,core i5,6,12,16,HDD,1024,nvidia,dedicated,0,15.6,1920,1080,windows,1,21
180,191,infinix,Infinix INBook X3 Slim XL422 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),467.62,56,intel,core i5,10,12,16,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,53
181,192,hp,HP Pavilion 15-eg3017TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),875.51,63,intel,core i5,10,12,16,SSD,1024,intel,integrated,0,15.6,1920,1080,windows,1,25
182,193,msi,MSI Thin GF63 11SC-1494IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),635.53,65,intel,core i5,6,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,2,19
183,194,msi,MSI Thin GF63 11UC-1490IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),755.46,73,intel,core i5,6,12,16,HDD,1024,nvidia,dedicated,0,15.6,1920,1080,windows,1,21
184,195,hp,HP Victus 16-s0089AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),1044.5,76,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,0,16.1,1920,1080,windows,1,72
185,196,lenovo,Lenovo IdeaPad Slim 5i 82XF003CIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),846.61,62,intel,core i5,12,16,16,SSD,512,intel,integrated,0,16.0,1920,1200,windows,1,128
186,197,lenovo,Lenovo LOQ 15IRH8 82XV00F4IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),803.44,69,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,111
187,198,lenovo,Lenovo LOQ 15IRH8 82XV00BRIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),1379.12,63,intel,core i7,10,16,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,111
188,199,lenovo,Lenovo LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1199.22,67,intel,core i7,10,16,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,111
189,200,hp,HP 240 G8 689U2PA Business Laptop (11th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),419.65,63,intel,core i3,2,4,8,SSD,512,intel,integrated,0,14.0,1366,768,windows,1,127
190,201,hp,HP Victus 16-D0314TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),773.57,75,intel,core i5,6,12,16,SSD,512,nvidia,dedicated,0,16.1,1920,1080,windows,1,38
191,202,hp,HP Omen 16-wf1026TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),2116.82,85,intel,core i7,20,28,16,SSD,1024,nvidia,dedicated,0,16.1,2560,1440,windows,1,24
192,203,jio,Jio JioBook NB1112MM BLU 2023 Netbook Laptop (Octa Core/ 4GB/ 64GB eMMC/ JioOS),176.31,24,other,other,8,0,4,HDD,64,arm,integrated,0,11.6,1366,768,other,1,60
193,204,asus,Asus Zenbook 14X OLED 2023 UX5401ZA-KM541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),899.38,65,intel,core i5,12,16,16,SSD,512,intel,integrated,0,14.0,2880,1800,windows,1,13
194,205,asus,Asus Vivobook 16X 2023 K3605ZV-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),1259.19,76,intel,core i7,10,16,16,SSD,512,nvidia,dedicated,0,16.0,1920,1200,windows,1,3
195,206,hp,HP Omen 16-wd0880TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1139.25,70,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,0,16.1,2560,1440,windows,1,133
196,207,dell,Dell G15-5520 2023 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),929.37,73,intel,core i5,12,16,16,SSD,1024,nvidia,dedicated,0,15.6,1920,1080,windows,1,20
197,208,chuwi,Chuwi CoreBook X Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11),299.71,50,intel,core i3,2,4,8,SSD,512,intel,integrated,0,14.0,1920,1200,windows,1,89
198,209,msi,MSI Modern 14 C11M-029IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),479.62,62,intel,core i5,4,8,16,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,46
199,210,hp,HP 15s-ey2001AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),671.51,63,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,121
200,211,infinix,Infinix Zerobook ZL513 2023 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),587.56,57,intel,core i5,12,16,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,107
201,212,dell,Dell Inspiron 3525 Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11),470.62,63,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,102
202,213,asus,Asus Vivobook 16X 2023 K3605ZU-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1080.12,77,intel,core i7,10,16,16,SSD,512,nvidia,dedicated,0,16.0,1920,1200,windows,1,3
203,214,asus,Asus TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop (12th Gen Core i5/ 16GB/512GB SSD/ Win11 / 4GB Graph),1029.03,76,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,3
204,215,asus,Asus Vivobook 16X 2023 K3605ZF-MBN524WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),695.5,70,intel,core i5,8,12,8,SSD,512,nvidia,dedicated,0,16.0,1920,1200,windows,1,19
205,216,asus,Asus Vivobook 15 X1502ZA-EJ541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),731.48,66,intel,core i5,12,16,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,31
206,217,hp,HP Pavilion 15-eg3079TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),875.76,66,intel,core i5,12,16,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,84
207,218,msi,MSI Modern 14 C12M-671IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),647.52,65,intel,core i7,10,12,16,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,53
208,219,msi,MSI Thin GF63 11UC-1474IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),683.5,72,intel,core i5,6,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,2,7
209,220,lenovo,Lenovo V15 G3 IAP 82TTA00UIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),395.54,53,intel,core i3,6,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,dos,1,75
210,221,msi,MSI Modern 14 C12M-444IN Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),443.64,62,intel,core i3,6,8,16,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,46
211,222,asus,Asus Vivobook Pro 15 M6500QF-HN521WS Laptop (Ryzen 5 5600HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),719.48,60,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,11
212,223,asus,Asus VivoBook 14 X415EA-EK326WS Notebook (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),383.67,59,intel,core i3,2,4,8,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,89
213,224,apple,Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),1738.92,56,apple,m2,8,8,8,SSD,512,apple,apple,0,15.3,2880,1864,mac,1,88
214,225,infinix,Infinix INBook X2 Slim Series Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),311.71,57,intel,core i3,2,4,8,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,89
215,226,acer,Acer Aspire 3 A315-59 NX.K6TSI.00C Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),383.67,57,intel,core i3,6,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,49
216,227,dell,Dell Inspiron 3520 D560872WIN9S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),687.22,62,intel,core i5,10,12,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,107
217,228,acer,Acer One 14 Z8-415UN.599SI.009 Laptop (11th Gen Core i3 / 8GB/ 256GB SSD/ Win11 Home),359.68,59,intel,core i3,2,4,8,SSD,256,intel,integrated,0,14.0,1920,1080,windows,1,89
218,229,hp,HP Victus 15-fb0131AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),599.55,65,amd,ryzen 5,6,12,8,SSD,512,amd,dedicated,0,15.6,1920,1080,windows,1,28
219,230,asus,Asus Vivobook 15 X1502ZA-EJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),677.63,64,intel,core i5,12,16,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,31
220,231,asus,Asus Vivobook 15 M1502QA-EJ742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11),683.5,58,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,37
221,232,acer,Acer Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),731.48,70,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,47
222,233,acer,Acer Aspire 5 14 A514-56GM 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),683.5,67,intel,core i5,10,12,16,SSD,512,nvidia,dedicated,0,14.0,1920,1080,windows,1,97
223,234,asus,ASUS TUF Gaming A16 Advantage Edition FA617XS-N3025WS Gaming Laptop (AMD Ryzen 9 7940HS / 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),1439.09,80,amd,ryzen 9,8,16,16,SSD,1024,amd,dedicated,0,15.6,1920,1200,windows,1,23
224,235,asus,Asus ROG Strix G16 2023 G614JV-N4141WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),2158.69,77,intel,core i9,24,32,16,SSD,1024,nvidia,dedicated,0,16.0,2560,1600,windows,1,78
225,236,asus,Asus ROG Strix G16 2023 G614JI-N4151WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),2278.62,79,intel,core i9,24,32,16,SSD,1024,nvidia,dedicated,0,16.0,2560,1600,windows,1,78
